pair_id,jd_title,gap_skill_full,raw_skill_name,raw_skill_description,canonical_skill_label,canonical_skill_id,score,gt_to_canonical_score,gt_to_canonical_score_num
226,Nhân Viên Kho Cửa Hàng - Làm Part Time Tại Quận 1,database management,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,0.2061042303800233,0.9620344564018681,0.9620344564018681
55,"Back End Developer (Java, MySQL, Spring)",AWS,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
55,"Back End Developer (Java, MySQL, Spring)",GCP,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
55,"Back End Developer (Java, MySQL, Spring)",GO,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
55,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
55,"Back End Developer (Java, MySQL, Spring)",MongoDB,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Database Model Understanding,"Understand different database models and have analytical, advisory, and supportive skills for digital transformation processes.",Database Model Understanding,eb348dd1755b7668,,0.9620344564018681,0.9620344564018681
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Self-directed Learning,Develop the ability to learn independently and take responsibility for personal and group work.,Working independently and taking personal responsibility,315c9b1660ee9c0e,,0.9620475141950049,0.9620475141950049
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Self-directed Learning,Develop the ability to learn independently and take responsibility for personal and group work.,Working independently and taking personal responsibility,315c9b1660ee9c0e,,0.9620475141950049,0.9620475141950049
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Self-directed Learning,Develop the ability to learn independently and take responsibility for personal and group work.,Working independently and taking personal responsibility,315c9b1660ee9c0e,,0.9620475141950049,0.9620475141950049
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Docker,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Python,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Object-Oriented Programming,Implement object-oriented programming concepts in Python.,Object-Oriented Programming,31cdb63a1bef37c1,,0.962272156621468,0.962272156621468
142,Nhân Viên Nuôi Tài Khoản Facebook Ads,Data Analysis for Facebook Ad Campaigns,Statistical Software Proficiency,Demonstrate proficiency in using statistical software such as R.,Statistical Software Proficiency,042082e84a565356,0.1017011096272089,0.9654609994760444,0.9654609994760444
468,Sale Admin,Data analysis,Statistical Software Proficiency,Demonstrate proficiency in using statistical software such as R.,Statistical Software Proficiency,042082e84a565356,0.08684246441975438,0.9654609994760444,0.9654609994760444
468,Sale Admin,Access,Statistical Software Proficiency,Demonstrate proficiency in using statistical software such as R.,Statistical Software Proficiency,042082e84a565356,,0.9654609994760444,0.9654609994760444
468,Sale Admin,Interpreting,Statistical Software Proficiency,Demonstrate proficiency in using statistical software such as R.,Statistical Software Proficiency,042082e84a565356,,0.9654609994760444,0.9654609994760444
468,Sale Admin,Reports,Statistical Software Proficiency,Demonstrate proficiency in using statistical software such as R.,Statistical Software Proficiency,042082e84a565356,,0.9654609994760444,0.9654609994760444
226,Nhân Viên Kho Cửa Hàng - Làm Part Time Tại Quận 1,database management,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Self-directed Learning,Demonstrate ability to learn independently and seek out additional resources.,Self-learning ability,5d241ab0b35c2b0f,,0.9656281678039855,0.9656281678039855
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Docker,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Python,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Data Types,Understand and apply various data types in Python.,Data Types Identification,5b239e35bda78f09,,0.9659129560938897,0.9659129560938897
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Critical Thinking,Analyze and evaluate cloud security solutions.,Cloud Security Architecture,448e8a55f0c63487,,0.9659567058453244,0.9659567058453244
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Critical Thinking,Analyze and evaluate cloud security solutions.,Cloud Security Architecture,448e8a55f0c63487,,0.9659567058453244,0.9659567058453244
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Critical Thinking,Analyze and evaluate cloud security solutions.,Cloud Security Architecture,448e8a55f0c63487,,0.9659567058453244,0.9659567058453244
0,Data Engineer (DBA),Azure,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
0,Data Engineer (DBA),BigQuery,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
0,Data Engineer (DBA),Redshift,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
208,"Back End Developer (Java, MySQL, Spring)",AWS,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
208,"Back End Developer (Java, MySQL, Spring)",GCP,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
208,"Back End Developer (Java, MySQL, Spring)",GOC,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
208,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Research and analysis,Ability to summarize and present research findings,Research and analysis,06b2de49f296bd3e,,0.9661055289584686,0.9661055289584686
753,Middle/Senior UI/UX Designer,A/B Testing,Effective Communication Skills,"Develop effective communication skills, including writing reports and giving presentations.",Effective written communication skills,2e36b1c5a5926cad,,0.9693908877383173,0.9693908877383173
753,Middle/Senior UI/UX Designer,AI Copilot Studio,Effective Communication Skills,"Develop effective communication skills, including writing reports and giving presentations.",Effective written communication skills,2e36b1c5a5926cad,,0.9693908877383173,0.9693908877383173
753,Middle/Senior UI/UX Designer,Design Tokens,Effective Communication Skills,"Develop effective communication skills, including writing reports and giving presentations.",Effective written communication skills,2e36b1c5a5926cad,,0.9693908877383173,0.9693908877383173
753,Middle/Senior UI/UX Designer,Heuristic Evaluation,Effective Communication Skills,"Develop effective communication skills, including writing reports and giving presentations.",Effective written communication skills,2e36b1c5a5926cad,,0.9693908877383173,0.9693908877383173
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Communication skills,Develop effective communication skills,Effective Communication Skills Practice,d1b592efae8de34f,,0.969390920588795,0.969390920588795
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Communication skills,Develop effective communication skills,Effective Communication Skills Practice,d1b592efae8de34f,,0.969390920588795,0.969390920588795
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Communication skills,Develop effective communication skills,Effective Communication Skills Practice,d1b592efae8de34f,,0.969390920588795,0.969390920588795
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Communication skills,Develop effective communication skills,Effective Communication Skills Practice,d1b592efae8de34f,,0.969390920588795,0.969390920588795
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Communication skills,Develop effective communication skills,Effective Communication Skills Practice,d1b592efae8de34f,,0.969390920588795,0.969390920588795
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Research Skills,"Develop skills in researching, analyzing, synthesizing, solving, and evaluating machine learning problems.",Machine Learning Techniques,fc76c565abf59081,1.0,0.9694071332195651,0.9694071332195651
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Research Skills,"Develop skills in researching, analyzing, synthesizing, solving, and evaluating machine learning problems.",Machine Learning Techniques,fc76c565abf59081,,0.9694071332195651,0.9694071332195651
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Research Skills,"Develop skills in researching, analyzing, synthesizing, solving, and evaluating machine learning problems.",Machine Learning Techniques,fc76c565abf59081,,0.9694071332195651,0.9694071332195651
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Research Skills,"Develop skills in researching, analyzing, synthesizing, solving, and evaluating machine learning problems.",Machine Learning Techniques,fc76c565abf59081,,0.9694071332195651,0.9694071332195651
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Research Skills,"Develop skills in researching, analyzing, synthesizing, solving, and evaluating machine learning problems.",Machine Learning Techniques,fc76c565abf59081,,0.9694071332195651,0.9694071332195651
226,Nhân Viên Kho Cửa Hàng - Làm Part Time Tại Quận 1,database management,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,0.269390931154789,0.9717049900156588,0.9717049900156588
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,0.06791646772617617,0.9717049900156588,0.9717049900156588
55,"Back End Developer (Java, MySQL, Spring)",AWS,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
55,"Back End Developer (Java, MySQL, Spring)",GCP,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
55,"Back End Developer (Java, MySQL, Spring)",GO,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
55,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
55,"Back End Developer (Java, MySQL, Spring)",MongoDB,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Database Management System Proficiency,"Proficiently use one of the following database management systems: MS SQL Server, Access, MySQL.",Database Management System Proficiency,d6ef1394dbe285cd,,0.9717049900156588,0.9717049900156588
753,Middle/Senior UI/UX Designer,A/B Testing,Ethical Responsibility,Understand the responsibilities and maintain professional ethics in software testing tasks.,Professional ethics and social responsibility,ee0a9df91bed7446,,0.9722247966222721,0.9722247966222721
753,Middle/Senior UI/UX Designer,AI Copilot Studio,Ethical Responsibility,Understand the responsibilities and maintain professional ethics in software testing tasks.,Professional ethics and social responsibility,ee0a9df91bed7446,,0.9722247966222721,0.9722247966222721
753,Middle/Senior UI/UX Designer,Design Tokens,Ethical Responsibility,Understand the responsibilities and maintain professional ethics in software testing tasks.,Professional ethics and social responsibility,ee0a9df91bed7446,,0.9722247966222721,0.9722247966222721
753,Middle/Senior UI/UX Designer,Heuristic Evaluation,Ethical Responsibility,Understand the responsibilities and maintain professional ethics in software testing tasks.,Professional ethics and social responsibility,ee0a9df91bed7446,,0.9722247966222721,0.9722247966222721
155,"Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh",E-learning product knowledge,Independent Work and Self-Learning,"Demonstrate the ability to work independently, conduct self-study, show personal responsibility, and work in teams; express and defend personal opinions based on objective scientific approaches; demonstrate social responsibility when making judgments and evaluations.",Independent Work and Self-Learning,0ab463017d7e2ec3,0.1102292625225385,0.9749786936030167,0.9749786936030167
155,"Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh",English proficiency (IELTS 5.5 or equivalent),Independent Work and Self-Learning,"Demonstrate the ability to work independently, conduct self-study, show personal responsibility, and work in teams; express and defend personal opinions based on objective scientific approaches; demonstrate social responsibility when making judgments and evaluations.",Independent Work and Self-Learning,0ab463017d7e2ec3,,0.9749786936030167,0.9749786936030167
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Docker,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Python,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Collaboration,Collaborate effectively with peers on group projects.,Collaborate with team members,0a0f671c3883b77f,,0.974997093676021,0.974997093676021
0,Data Engineer (DBA),Azure,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
0,Data Engineer (DBA),BigQuery,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
0,Data Engineer (DBA),Redshift,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
208,"Back End Developer (Java, MySQL, Spring)",AWS,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
208,"Back End Developer (Java, MySQL, Spring)",GCP,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
208,"Back End Developer (Java, MySQL, Spring)",GOC,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
208,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Ethical responsibility,Understand ethical responsibilities in implementing new technologies,Ethical Responsibility,38d0f568fa5476a7,,0.9770707081973777,0.9770707081973777
226,Nhân Viên Kho Cửa Hàng - Làm Part Time Tại Quận 1,database management,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,0.2325244434294504,0.9775762448224918,0.9775762448224918
55,"Back End Developer (Java, MySQL, Spring)",AWS,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
55,"Back End Developer (Java, MySQL, Spring)",GCP,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
55,"Back End Developer (Java, MySQL, Spring)",GO,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
55,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
55,"Back End Developer (Java, MySQL, Spring)",MongoDB,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Database Concepts,"Understand basic concepts of databases, data models, and database management systems.",Database Concepts,be2dcb53ae5ec42e,,0.9775762448224918,0.9775762448224918
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,SQL Database Management,Create and manage simple databases with SQL Server,SQL Database Management,0903a2efa00ef879,0.965912961276763,0.9777945837470926,0.9777945837470926
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,SQL Database Management,Create and manage simple databases with SQL Server,SQL Database Management,0903a2efa00ef879,,0.9777945837470926,0.9777945837470926
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,SQL Database Management,Create and manage simple databases with SQL Server,SQL Database Management,0903a2efa00ef879,,0.9777945837470926,0.9777945837470926
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,SQL Database Management,Create and manage simple databases with SQL Server,SQL Database Management,0903a2efa00ef879,,0.9777945837470926,0.9777945837470926
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,SQL Database Management,Create and manage simple databases with SQL Server,SQL Database Management,0903a2efa00ef879,,0.9777945837470926,0.9777945837470926
468,Sale Admin,Access,Collaborative Problem Solving,Improve ability to solve problems collaboratively within a team.,Collaborative Problem Solving,c80fb44070ce0cd3,,0.9780461930612938,0.9780461930612938
