pair_id,jd_id,jd_title,truth_courses,gap_skill,gap_description,mapped_canonical_skill,mapped_canonical_skill_id,mapped_skill_description_proxy,mapping_score,below_top1_threshold_0_87,heuristic_generic_or_cross_domain,why_likely_wrong,gap_key,canon_key,best_gt_to_canonical_score,best_gt_skill_name,best_gt_canonical_label,gt_score_for_this_mapped_canonical,matched_gt_raw_skill_for_this_mapped_canonical,delta_vs_best_gt,abs_delta_vs_best_gt,mapped_canonical_has_gt_evidence,clean_best_gt_score,clean_best_gt_skill,clean_best_gt_canonical,clean_best_gt_desc,gap_is_technical_like,clean_gt_exists,jacc_gap_clean_gt,jacc_gap_mapped,delta_mapping_minus_clean_gt,clean_gt_semantic_match_flag
155,6965c64eb166038a822e4305,"Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh",NNTM1176; NNKC 1131,English proficiency (IELTS 5.5 or equivalent),"Need for intermediate English skills, specifically IELTS 5.5 level, to effectively communicate and support educational consulting activities.",IELTS Exam Skills Application,a99dfa4a5d913f9c,,0.9435,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,english proficiency (ielts 5.5 or equivalent),ielts exam skills application,1.0,Writing Skills,Simple Writing,,,-0.0564999999999999,0.0564999999999999,False,1.0,Reading Comprehension,Read and summarize texts on similar topics,Ability to read and understand main ideas from texts of 100-200 words on familiar topics in business and daily life.,False,True,0.0,0.1111111111111111,-0.056499999999999995,True
55,695cbcbd1fa95d1eeecca0be,"Back End Developer (Java, MySQL, Spring)",CNTT1167; TIKT1124; TIKT1130,Kubernetes,Ability to manage and scale containerized applications using Kubernetes for robust backend service orchestration.,Explaining front-end and back-end programming,ce877ea042597d23,,0.9478,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,kubernetes,explaining front-end and back-end programming,1.0,Classroom Discipline,Classroom Discipline,,,-0.0522,0.0522,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.052200000000000024,True
753,693cba5dd19398c89a04ec97,Middle/Senior UI/UX Designer,TIHT1104; CNTT1178,Heuristic Evaluation,Needs proficiency in auditing interfaces against usability principles to ensure intuitive and consistent user experiences.,Design Thinking,1ca5deb77ac9c32f,,0.9508,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,heuristic evaluation,design thinking,1.0,Self-Learning Abilities,Self-directed learning and research,,,-0.0492,0.0492,False,1.0,Project Management Skills,Using software to manage projects,"Apply knowledge, methods, techniques, and tools appropriately to develop and evaluate software in specific projects.",False,True,0.0,0.0,-0.04920000000000002,True
492,695b9796b166038a822e3c2b,Fresher IT Helpdesk (Đào Tạo Chuyên Môn Cho Dự Án),NNKC 1131; CNTT1192; NNKC 1132; NNTM1181; NNTM1180,Basic English reading comprehension,"Requires better English skills to understand technical manuals, system messages, and documentation during IT troubleshooting.",Basic IT Skills,42e1ab4f1521f4bb,,0.951,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,basic english reading comprehension,basic it skills,1.0,Collaborative Group Work,Collaborative Group Work,,,-0.049,0.049,False,1.0,Inferencing Word Meanings,Contextual Word Prediction,Infer word meanings based on context from reading comprehension texts of 300-500 words on familiar business and daily life topics.,False,True,0.0,0.16666666666666666,-0.049000000000000044,True
55,695cbcbd1fa95d1eeecca0be,"Back End Developer (Java, MySQL, Spring)",CNTT1167; TIKT1124; TIKT1130,MongoDB,Proficiency in MongoDB for managing NoSQL data structures within high-performance backend application architectures.,Designing applications with MongoDB,cb62eba40b93615e,,0.9517,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,mongodb,designing applications with mongodb,1.0,Classroom Discipline,Classroom Discipline,,,-0.0483,0.0483,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.25,-0.04830000000000001,True
753,693cba5dd19398c89a04ec97,Middle/Senior UI/UX Designer,TIHT1104; CNTT1178,A/B Testing,Missing the ability to design and run comparative tests to validate design solutions using data-driven insights.,Design Thinking,1ca5deb77ac9c32f,,0.9544,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,a/b testing,design thinking,1.0,Self-Learning Abilities,Self-directed learning and research,,,-0.0455999999999999,0.0455999999999999,False,1.0,Project Management Skills,Using software to manage projects,"Apply knowledge, methods, techniques, and tools appropriately to develop and evaluate software in specific projects.",False,True,0.0,0.0,-0.045599999999999974,True
66,695cbcbd1fa95d1eeecca0bf,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",CNTT1167,IAM,Implementing robust access controls and security policies to protect sensitive data and cloud infrastructure resources.,Working with Data Controls,3daa64df2b26d99e,,0.9588,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,iam,working with data controls,1.0,Classroom Discipline,Classroom Discipline,,,-0.0412,0.0412,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.041200000000000014,True
240,695ccad41fa95d1eeecca0ed,Principal AI Architect (English - Onboard after Tet),CNTT1130; TOkt1138,modern data engineering stacks,"Knowledge of modern data engineering stacks to build foundational architectures for scalable, intelligent agentic banking ecosystems.",Differentiate modern AI techniques,f23d28761d76eb43,"Apply modern AI techniques such as machine learning, neural networks, fuzzy logic, genetic algorithms, and data mining",0.9591,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,modern data engineering stacks,differentiate modern ai techniques,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.0409,0.0409,False,1.0,Supervised Learning Models,Supervised Learning Models,Apply supervised learning models to build data models for analyzing the impact of one variable on another or predicting a target variable.,False,True,0.0,0.14285714285714285,-0.04090000000000005,True
103,695cc1491fa95d1eeecca0c8,Data Engineer (DBA),TKkD1127; CNTT1167,Azure,Experience in building and managing database infrastructures specifically within the Microsoft Azure public cloud ecosystem.,Microsoft SQL Server,ed346bb14786b438,Use Microsoft SQL Server for database management tasks.,0.9599,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,azure,microsoft sql server,1.0,Classroom Discipline,Classroom Discipline,,,-0.0401,0.0401,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.040100000000000025,True
221,6970be22b166038a822e482c,Chuyên Viên Tuyển Dụng Và Đào Tạo,CNTT1177; CNTT1187; CNTT1116; CNTT1180; CNTT1167,SQL,Lack of SQL skills to query and manage candidate databases or HR information systems effectively.,Recruitment Principles Application,0528899e78d73db6,,0.9627,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,sql,recruitment principles application,1.0,Classroom Discipline,Classroom Discipline,,,-0.0373,0.0373,False,1.0,Control Structures,Code Execution,"Apply control structures such as if, while, and for loops in Python.",True,True,0.0,0.0,-0.0373,True
87,6963803557a0f8cfb910e924,Process Quality Assurance (PQA),CNTT1159; TIKT1113,FMEA,Ability to perform Failure Mode and Effects Analysis to identify potential process failures and implement corrective quality actions.,Quality Management Process,de18e156e19bbfbb,,0.9638,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,fmea,quality management process,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.0362,0.0362,False,1.0,System Analysis and Design Thinking,System Analysis and Design Thinking,"Understand and explain system analysis and design thinking; understand logical and physical design, database design, algorithm design, human-machine interaction design, hardware design.",False,True,0.0,0.0,-0.03620000000000001,True
79,696fcd1eb166038a822e4765,"Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ",MKBH1109; BHKT1166,Sales Agent Training,Ability to educate and develop sales agents on product knowledge and selling techniques to meet business objectives.,Sales techniques,848ed9aebcd2af64,,0.966,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,sales agent training,sales techniques,1.0,Independent work,Applying customer relationship management techniques,,,-0.034,0.034,False,1.0,Analyzing business-customer relationships,Analyzing business-customer relationships,Analyze the quality and development of business-customer relationships.,False,True,0.0,0.25,-0.03400000000000003,True
66,695cbcbd1fa95d1eeecca0bf,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",CNTT1167,VPC,Configuring isolated network architectures to secure data pipelines and cloud infrastructure from unauthorized access.,Data Protection,e335e87b37418cae,Protect data across all layers of the OSI model.,0.9678,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,vpc,data protection,1.0,Classroom Discipline,Classroom Discipline,,,-0.0322,0.0322,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.032200000000000006,True
468,695b91ceb166038a822e3be6,Sale Admin,TKKT1133; TKKT1134; TKKT1124,Reports,Ability to collect and generate accurate weekly and quarterly sales reports to support administrative and management decision-making.,Sales Management,04219a23329000ee,,0.9714,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,reports,sales management,1.0,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),,,-0.0285999999999999,0.0285999999999999,False,1.0,Analytic Hierarchy Process (AHP),Analytic Hierarchy Process (AHP),Explain AHP results,False,True,0.0,0.0,-0.02859999999999996,True
240,695ccad41fa95d1eeecca0ed,Principal AI Architect (English - Onboard after Tet),CNTT1130; TOkt1138,.Net,"Expertise in .Net to integrate AI-first solutions within modular, production-grade cloud-native banking architectures.",Model Building for AI Applications,302e3da4908ab96e,Develop models and applications of AI in business and management.,0.9727,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,.net,model building for ai applications,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.0272999999999999,0.0272999999999999,False,1.0,Supervised Learning Models,Supervised Learning Models,Apply supervised learning models to build data models for analyzing the impact of one variable on another or predicting a target variable.,True,True,0.0,0.0,-0.02729999999999999,True
240,695ccad41fa95d1eeecca0ed,Principal AI Architect (English - Onboard after Tet),CNTT1130; TOkt1138,data pipelines,Ability to design automated data pipelines that support the continuous improvement and monitoring of advanced AI workloads.,Model Building for AI Applications,302e3da4908ab96e,Develop models and applications of AI in business and management.,0.9727,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,data pipelines,model building for ai applications,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.0272999999999999,0.0272999999999999,False,1.0,Supervised Learning Models,Supervised Learning Models,Apply supervised learning models to build data models for analyzing the impact of one variable on another or predicting a target variable.,False,True,0.0,0.0,-0.02729999999999999,True
208,695cc87c1fa95d1eeecca0e3,"Back End Developer (Java, MySQL, Spring)",CNTT1167; CNTT1186,GOC,Lacks experience with GOC frameworks or operational standards required for LG CNS backend development projects.,Explaining front-end and back-end programming,ce877ea042597d23,,0.9773,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,goc,explaining front-end and back-end programming,1.0,Classroom Discipline,Classroom Discipline,,,-0.0227,0.0227,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.022700000000000053,True
55,695cbcbd1fa95d1eeecca0be,"Back End Developer (Java, MySQL, Spring)",CNTT1167; TIKT1124; TIKT1130,GO,"Knowledge of the Go language for developing efficient, concurrent backend services to complement the existing Java environment.",Explaining front-end and back-end programming,ce877ea042597d23,,0.9861,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,go,explaining front-end and back-end programming,1.0,Classroom Discipline,Classroom Discipline,,,-0.0139,0.0139,False,1.0,Cloud Concepts,Cloud computing,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",True,True,0.0,0.0,-0.013900000000000023,True
87,6963803557a0f8cfb910e924,Process Quality Assurance (PQA),CNTT1159; TIKT1113,project-management-tools-JIRA,"Experience using JIRA for tracking process audits, managing quality tasks, and reporting deviations within PQA project lifecycles.",Project Quality Assurance Techniques,5faaddd15cf75f09,,0.9871,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,project-management-tools-jira,project quality assurance techniques,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.0129,0.0129,False,1.0,System Analysis and Design Thinking,System Analysis and Design Thinking,"Understand and explain system analysis and design thinking; understand logical and physical design, database design, algorithm design, human-machine interaction design, hardware design.",False,True,0.0,0.0,-0.012900000000000023,True
226,697b2274b166038a822e4d5d,Nhân Viên Kho Cửa Hàng - Làm Part Time Tại Quận 1,TIKT1124; TIKT1130; CNTT1152,database management,Lacks proficiency in managing inventory databases to ensure accurate tracking and reporting of warehouse stock movements.,Warehouse Management,bf524fa43e27c8c9,,0.9874,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,database management,warehouse management,1.0,Group Organization,Group organization,,,-0.0125999999999999,0.0125999999999999,False,1.0,Transaction Management,SQL Server,Manage transactions in SQL Server.,False,True,0.3333333333333333,0.3333333333333333,-0.012599999999999945,True
435,6954e38cb27a39886f08b65d,Thiết Kế UI/UX (App Mobile),CNTT1140,Material Design,"Mastering Google’s design system for creating consistent, high-quality mobile app interfaces that meet global platform standards.",Interface Design,40b314bff06261d1,,0.9892,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,material design,interface design,1.0,Independent study and group work,Independent study and group work,,,-0.0108,0.0108,False,1.0,Self-directed learning,Self-directed learning,Show initiative in self-directed learning and responsibility for assigned tasks,False,True,0.0,0.3333333333333333,-0.010800000000000032,True
753,693cba5dd19398c89a04ec97,Middle/Senior UI/UX Designer,TIHT1104; CNTT1178,AI Copilot Studio,Lacks familiarity with AI Copilot Studio to streamline design workflows and integrate AI-powered productivity tools.,Design Thinking,1ca5deb77ac9c32f,,0.996,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,ai copilot studio,design thinking,1.0,Self-Learning Abilities,Self-directed learning and research,,,-0.004,0.004,False,1.0,Project Management Skills,Using software to manage projects,"Apply knowledge, methods, techniques, and tools appropriately to develop and evaluate software in specific projects.",False,True,0.0,0.0,-0.0040000000000000036,True
142,695283c0b27a39886f08ae47,Nhân Viên Nuôi Tài Khoản Facebook Ads,TKKT1133; TKkD1127,Data Analysis for Facebook Ad Campaigns,Lacks proficiency in analyzing campaign metrics and daily spend to optimize Facebook account performance and advertising effectiveness.,Advertising Campaign Management,cf74ce0e22303913,,0.998,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,data analysis for facebook ad campaigns,advertising campaign management,1.0,Critical Thinking,Evaluating Statistical Models,,,-0.002,0.002,False,1.0,Critical Thinking,Evaluating Statistical Models,Develop critical thinking skills to evaluate statistical models and results.,False,True,0.0,0.0,-0.0020000000000000018,True
753,693cba5dd19398c89a04ec97,Middle/Senior UI/UX Designer,TIHT1104; CNTT1178,Design Tokens,Requires expertise in implementing design tokens to maintain consistency and scalability within complex design systems.,Design Thinking,1ca5deb77ac9c32f,,0.9987,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,design tokens,design thinking,1.0,Self-Learning Abilities,Self-directed learning and research,,,-0.0012999999999999,0.0012999999999999,False,1.0,Project Management Skills,Using software to manage projects,"Apply knowledge, methods, techniques, and tools appropriately to develop and evaluate software in specific projects.",False,True,0.0,0.3333333333333333,-0.0012999999999999678,True
240,695ccad41fa95d1eeecca0ed,Principal AI Architect (English - Onboard after Tet),CNTT1130; TOkt1138,computer vision,Competency in computer vision to implement advanced AI technologies alongside LLMs for comprehensive agent-driven financial services.,Model Building for AI Applications,302e3da4908ab96e,Develop models and applications of AI in business and management.,0.999,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,computer vision,model building for ai applications,1.0,Classroom Discipline Awareness,Classroom Discipline Awareness,,,-0.001,0.001,False,1.0,Supervised Learning Models,Supervised Learning Models,Apply supervised learning models to build data models for analyzing the impact of one variable on another or predicting a target variable.,False,True,0.0,0.0,-0.0010000000000000009,True
79,696fcd1eb166038a822e4765,"Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ",MKBH1109; BHKT1166,Partner Relationship Management,Skill in cultivating and maintaining strategic alliances with banks and partners to drive higher sales productivity.,Customer Management in Insurance,703afbde6bba8eb9,,1.0,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,partner relationship management,customer management in insurance,1.0,Teamwork,Collaborate with team members,,,0.0,0.0,False,1.0,Analyzing business-customer relationships,Analyzing business-customer relationships,Analyze the quality and development of business-customer relationships.,False,True,0.0,0.16666666666666666,0.0,True
90,696380c657a0f8cfb910e926,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",CNTT1180; CNTT1116,WordPress,Missing technical competency in WordPress CMS to effectively translate requirements and manage web development projects for Japanese stakeholders.,Web development using WordPress,59a049c750394673,,1.0,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,wordpress,web development using wordpress,1.0,Control Structures,Code Execution,,,0.0,0.0,False,1.0,Control Structures,Code Execution,"Apply control structures such as if, while, and for loops in Python.",False,True,0.0,0.25,0.0,True
155,6965c64eb166038a822e4305,"Nhân Viên Tư Vấn Tuyển Sinh/ Telesale/ Sale Giáo Dục (NỮ, 23 - 31 Tuổi), Thu Nhập 18 - 30 Triệu++ Tại Hồ Chí Minh",NNTM1176; NNKC 1131,E-learning product knowledge,Lack of understanding regarding digital education platforms and features necessary to effectively consult students on various online course offerings.,Online Learning,dc2bc70793079463,,1.0,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,e-learning product knowledge,online learning,1.0,Writing Skills,Simple Writing,,,0.0,0.0,False,1.0,Reading Comprehension,Read and summarize texts on similar topics,Ability to read and understand main ideas from texts of 100-200 words on familiar topics in business and daily life.,False,True,0.0,0.0,0.0,True
221,6970be22b166038a822e482c,Chuyên Viên Tuyển Dụng Và Đào Tạo,CNTT1177; CNTT1187; CNTT1116; CNTT1180; CNTT1167,CISSP,Lacks information security expertise required to safeguard recruitment platforms and sensitive candidate information.,Strategic Recruitment Analysis,16b4238fee0d87fd,,1.0,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,cissp,strategic recruitment analysis,1.0,Classroom Discipline,Classroom Discipline,,,0.0,0.0,False,1.0,Control Structures,Code Execution,"Apply control structures such as if, while, and for loops in Python.",True,True,0.0,0.0,0.0,True
221,6970be22b166038a822e482c,Chuyên Viên Tuyển Dụng Và Đào Tạo,CNTT1177; CNTT1187; CNTT1116; CNTT1180; CNTT1167,Python,Missing competency in Python for automating recruitment reporting and performing advanced HR data analysis.,Strategic Recruitment Analysis,16b4238fee0d87fd,,1.0,False,True,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,python,strategic recruitment analysis,1.0,Classroom Discipline,Classroom Discipline,,,0.0,0.0,False,1.0,Control Structures,Code Execution,"Apply control structures such as if, while, and for loops in Python.",True,True,0.0,0.0,0.0,True
435,6954e38cb27a39886f08b65d,Thiết Kế UI/UX (App Mobile),CNTT1140,AI,Leveraging artificial intelligence tools to optimize design workflows and boost creativity in mobile app UI/UX development.,Mobile Application Development,4fd034811c0b16b8,,1.0,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,ai,mobile application development,1.0,Independent study and group work,Independent study and group work,,,0.0,0.0,False,1.0,Self-directed learning,Self-directed learning,Show initiative in self-directed learning and responsibility for assigned tasks,False,True,0.0,0.0,0.0,True
492,695b9796b166038a822e3c2b,Fresher IT Helpdesk (Đào Tạo Chuyên Môn Cho Dự Án),NNKC 1131; CNTT1192; NNKC 1132; NNTM1181; NNTM1180,General office software,"Lacks the ability to install, update, and resolve common issues within standard productivity suites like Microsoft Office.",Basic IT Skills,42e1ab4f1521f4bb,,1.0,False,False,GT courses dropped out (rank=-1) in debug run; this top1 canonical mapping likely off-target.,general office software,basic it skills,1.0,Information Retrieval,Using tools from basic to advanced levels for research assignments,,,0.0,0.0,False,1.0,Information Retrieval,Using tools from basic to advanced levels for research assignments,Ability to search for information and references in English for specialized knowledge.,False,True,0.0,0.0,0.0,True
